STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,GEOID_2020,COUNTY,StateDesc,STATEABBR,LOCATION,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,SPL_EJI_CBM,RPL_EJI_CBM,E_MINRTY,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,E_POV200,EPL_POV200,E_NOHSDP,EPL_NOHSDP,E_UNEMP,EPL_UNEMP,E_RENTER,EPL_RENTER,E_HOUBDN,EPL_HOUBDN,E_UNINSUR,EPL_UNINSUR,E_NOINT,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,E_AGE65,EPL_AGE65,E_AGE17,EPL_AGE17,E_DISABL,EPL_DISABL,E_LIMENG,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,E_MOBILE,EPL_MOBILE,E_GROUPQ,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,E_OZONE,EPL_OZONE,E_PM,EPL_PM,E_DSLPM,EPL_DSLPM,E_TOTCR,EPL_TOTCR,SPL_EBM_DOM1,RPL_EBM_DOM1,E_NPL,EPL_NPL,E_TRI,EPL_TRI,E_TSD,EPL_TSD,E_RMP,EPL_RMP,E_COAL,EPL_COAL,E_LEAD,EPL_LEAD,SPL_EBM_DOM2,RPL_EBM_DOM2,E_PARK,EPL_PARK,E_HOUAGE,EPL_HOUAGE,E_WLKIND,EPL_WLKIND,SPL_EBM_DOM3,RPL_EBM_DOM3,E_RAIL,EPL_RAIL,E_ROAD,EPL_ROAD,E_AIRPRT,EPL_AIRPRT,SPL_EBM_DOM4,RPL_EBM_DOM4,E_IMPWTR,EPL_IMPWTR,F_IMPWTR,SPL_EBM_DOM5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,E_ASTHMA,EPL_ASTHMA,F_ASTHMA,E_CANCER,EPL_CANCER,F_CANCER,E_CHD,EPL_CHD,F_CHD,E_MHLTH,EPL_MHLTH,F_MHLTH,E_DIABETES,EPL_DIABETES,F_DIABETES,F_HVM,RPL_HVM,E_NEHD,EPL_NEHD,SPL_CBM_DOM1,RPL_CBM_DOM1,E_BURN,EPL_BURN,E_SMOKE,EPL_SMOKE,SPL_CBM_DOM2,RPL_CBM_DOM2,E_CFLD,EPL_CFLD,F_CFLD,E_DRGT,EPL_DRGT,F_DRGT,E_HRCN,EPL_HRCN,F_HRCN,E_RFLD,EPL_RFLD,F_RFLD,E_SWND,EPL_SWND,F_SWND,E_TRND,EPL_TRND,F_TRND,SPL_CBM_DOM3,RPL_CBM_DOM3,SPL_CBM,RPL_CBM,AFAM,E_AFAM,HISP,E_HISP,ASIAN,E_ASIAN,AIAN,E_AIAN,NHPI,E_NHPI,TWOMORE,E_TWOMORE,OTHERRACE,E_OTHERRACE,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
35,055,940000,140000US35055940000,35055940000,35055940000,Taos County,New Mexico,NM,Census Tract 9400; Taos County; New Mexico,2448,464,1217,1.2388,0.4764,0.8388,0.3863,1.5449,0.3528,93.8,0.9357,0.9357,0.9357,42.3282,0.7597,11.6,0.6305,6.5,0.6827,22.5,0.3765,15.8,0.1958,7.5,0.5422,34.7,0.9723,4.1597,0.6595,20.8,0.7271,22.8,0.5752,24.7,0.9457,0.7,0.3993,2.6473,0.9241,33.1,0.9602,0,0,0.9602,0.6385,8.7029,0.8112,0.183,0.4757,0,0,0.0133,0.0015,10,0.001,0.4782,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9791,0.7415,56.2,0.507,3.5,0.9735,2.222,0.9217,0,0,0,0,0,0,0,0,0.149,0.2595,0,0.2595,0.2595,2.9597,0.0276,10.5,0.4749,0,7.4,0.4139,0,9.4,0.8612,1,15.9,0.3739,0,17.4,0.9014,1,2,0.4,16.6,0.795,0.795,0.795,0,0,8.5,0.5619,0.5619,0.5572,0,0,1,93.8636,0.9984,9,0,0,1,0.3333,0.0301,9,0.1151,0.0826,9,0,0,0,1.1111,0.2078,2.468,0.3061,0,0,2114,86.4,2,0.1,159,6.5,0,0,15,0.6,6,0.2,99.93875122,Picuris Pueblo,1
35,061,970101,140000US35061970101,35061970101,35061970101,Valencia County,New Mexico,NM,Census Tract 9701.01; Valencia County; New Mexico,4745,835,1660,1.3442,0.5375,0.9442,0.472,1.64,0.4046,82.3,0.8622,0.8622,0.8622,61.4752,0.9374,24.1,0.8934,10.4,0.8801,19.7,0.3205,28,0.6111,13.1,0.7868,23.2,0.8811,5.3104,0.8782,10.9,0.2131,34,0.9633,14,0.5845,5.1,0.7716,2.5325,0.8789,84.7,0.9994,0,0,0.9994,0.6865,9.7045,0.9257,0.456,0.6596,0,0,0.051,0.0368,10,0.001,0.6974,0.1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6508,0.9685,16.3,0.1355,3.1944,0.9828,2.0868,0.8528,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7842,0.0185,11.1,0.652,0,5.7,0.2209,0,7.3,0.5726,0,19.4,0.7589,1,14.6,0.7597,1,2,0.4,17.4,0.8627,0.8627,0.8627,0,0,8.2,0.5482,0.5482,0.5438,0,0,1,56,0.8739,9,0,0,1,0,0,0,0.3231,0.1688,9,0,0,0,1.0427,0.1445,2.4536,0.2958,63,1.3,3585,75.6,0,0,72,1.5,0,0,184,3.9,0,0,0.087328002,Isleta Pueblo,1
35,061,970307,140000US35061970307,35061970307,35061970307,Valencia County,New Mexico,NM,Census Tract 9703.07; Valencia County; New Mexico,4084,1078,1268,1.7946,0.7654,0.9946,0.5129,2.1612,0.6914,86.4,0.8856,0.8856,0.8856,72.6493,0.9794,33,0.9546,19.1,0.9819,3.7,0.0273,26.7,0.5741,20.2,0.9219,26.9,0.9247,5.3639,0.8868,8.3,0.114,31.1,0.9231,16.7,0.7325,19.7,0.9586,2.7282,0.9468,76.4,0.9989,0,0,0.9989,0.6861,9.9766,0.9481,0.456,0.6596,0,0,0.0522,0.0385,10,0.001,0.6991,0.1721,0,0,0,0,3.3016,0.4998,0,0,0,0,0,0,0.4998,0.2316,12.6911,0.9148,19.2,0.1561,3.6667,0.9665,2.0374,0.8234,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2363,0.0465,12.3,0.8804,1,5.2,0.1641,0,8.6,0.7708,1,22.6,0.9323,1,18.1,0.9222,1,4,0.8,17,0.8281,0.8281,0.8281,0,0,8.5,0.5619,0.5619,0.5572,0,0,1,56,0.8739,9,0,0,1,0.625,0.105,9,0.3231,0.1688,9,0,0,0,1.1477,0.219,2.5377,0.3666,0,0,3450,84.5,0,0,0,0,0,0,50,1.2,30,0.7,0,-999,-999
35,061,970902,140000US35061970902,35061970902,35061970902,Valencia County,New Mexico,NM,Census Tract 9709.02; Valencia County; New Mexico,1637,258,1128,1.7444,0.7427,1.3444,0.7545,2.0158,0.6166,84.5,0.8746,0.8746,0.8746,43.0665,0.7693,17.8,0.8005,9.9,0.8645,22,0.3669,21.5,0.4021,6.3,0.4641,39,0.9844,4.6518,0.7628,26.9,0.8994,12,0.0868,21.2,0.886,2.1,0.6024,2.4746,0.8521,37.9,0.9723,0.6,0.6153,1.5876,0.9234,9.5886,0.9143,0.183,0.4757,0,0,0.3688,0.7967,20,0.0434,1.3158,0.4419,0,0,3.7258,0.3946,0,0,0,0,0,0,0,0,0.3946,0.1919,57.9326,0.7601,49.1,0.4285,6.3125,0.7386,1.9272,0.751,84.9325,0.7274,52.9732,0.3719,0,0,1.0993,0.515,0.979,0.8243,0,0.8243,0.8243,5.5612,0.4301,10.8,0.5656,0,8,0.4897,0,9.5,0.8706,1,16.6,0.4592,0,17.3,0.8981,1,2,0.4,17,0.8281,0.8281,0.8281,0,0,8.3,0.5544,0.5544,0.5499,0,0,1,36.2727,0.7534,9,0,0,1,0.625,0.105,9,0.3174,0.1649,9,0,0,0,1.0233,0.137,2.4058,0.2714,1,0.1,1312,80.1,0,0,61,3.7,0,0,9,0.5,0,0,0,-999,-999
35,031,943702,140000US35031943702,35031943702,35031943702,McKinley County,New Mexico,NM,Census Tract 9437.02; McKinley County; New Mexico,1945,223,859,1.7769,0.7574,0.9769,0.4984,2.1221,0.6728,99.3,0.9875,0.9875,0.9875,64.536,0.9532,24.1,0.8934,12.5,0.9256,6.2,0.0571,8.3,0.0291,20.8,0.9277,63.4,0.9988,4.7849,0.7878,14.9,0.4195,22.4,0.5498,20.4,0.8662,2.7,0.6514,2.4869,0.8582,17.5,0.8732,2.9,0.837,1.7102,0.9657,9.9695,0.9476,0.548,0.7041,0,0,0.0403,0.0236,10,0.001,0.7287,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7645,0.9624,36.4,0.297,1.75,0.9986,2.258,0.9358,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9867,0.0293,16.7,0.9991,1,6.9,0.3563,0,12.4,0.9845,1,27.4,0.9904,1,21.9,0.9782,1,4,0.8,18.4,0.9089,0.9089,0.9089,0,0,8.5,0.5619,0.5619,0.5572,0,0,1,94.8182,0.9985,9,0,0,1,0,0,0,0.0353,0.0486,9,0,0,0,1.0471,0.1493,2.5179,0.3452,21,1.1,39,2,0,0,1866,95.9,0,0,5,0.3,0,0,99.99951172,"Navajo Nation Off-Reservation Trust Land,Navajo Nation Reservation",1
35,031,944000,140000US35031944000,35031944000,35031944000,McKinley County,New Mexico,NM,Census Tract 9440; McKinley County; New Mexico,1924,297,1069,1.843,0.7858,1.043,0.5525,2.7886,0.9274,99.4,0.9887,0.9887,0.9887,78.5343,0.9901,34,0.959,26.4,0.9952,18.7,0.3005,21.7,0.409,13.7,0.8041,77.2,0.9997,5.4576,0.8998,16.4,0.5019,25.8,0.749,17.9,0.7843,4.2,0.7365,2.7717,0.9568,14.4,0.8442,0,0,0.8442,0.5236,10.0622,0.9543,0.365,0.6153,0,0,0.0302,0.0127,10,0.001,0.629,0.1431,0,0,0,0,0,0,0.0706,0.6434,0,0,0,0,0.6434,0.2828,60.5944,0.7521,36.1,0.294,3.2222,0.9823,2.0284,0.8183,3.9973,0.3697,0,0,0,0,0.3697,0.1161,0,0,0,0,0,3.6705,0.0887,17.6,0.9998,1,6.3,0.2876,0,12.8,0.988,1,30,0.9956,1,22.2,0.9803,1,4,0.8,17.4,0.8627,0.8627,0.8627,0.082,0.236,11,0.6674,0.9034,0.8943,0,0,1,90.6818,0.998,9,0,0,1,1.4583,0.3563,9,0.129,0.0842,9,0.0833,0.7114,9,2.1499,0.6651,3.916,0.9456,0,0,29,1.5,0,0,1849,96.1,0,0,12,0.6,23,1.2,15.84993267,"Navajo Nation Off-Reservation Trust Land,Navajo Nation Reservation",1
35,035,000401,140000US35035000401,35035000401,35035000401,Otero County,New Mexico,NM,Census Tract 4.01; Otero County; New Mexico,4876,784,2946,1.1059,0.3954,0.7059,0.282,1.5575,0.3598,50,0.6621,0.6621,0.6621,52.8529,0.8779,5.9,0.3476,3.9,0.4147,47,0.7174,37.7,0.8187,1.7,0.0922,9.6,0.4604,3.7289,0.5575,21.8,0.7662,25.3,0.7228,16.9,0.7412,1,0.46,2.6902,0.9372,0,0,1.9,0.7758,0.7758,0.4682,7.857,0.6855,0.457,0.6724,0,0,0.0543,0.0416,10,0.001,0.715,0.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,73.7,0.7058,6.2083,0.75,2.0072,0.8051,0,0,0.947,0.1055,0,0,0.1055,0.0473,0,0,0,0,0,2.8277,0.0204,11.3,0.7042,1,8.9,0.6162,0,8.1,0.7008,1,16.7,0.4718,0,12.4,0.5466,0,2,0.4,15.4,0.711,0.711,0.711,0,0,6.8,0.3348,0.3348,0.3318,0,0,1,61.7273,0.9118,9,0.01,0.1057,9,1.8333,0.4662,9,0.2098,0.1278,9,0,0,0,1.6115,0.3906,2.6573,0.4516,202,4.1,1847,37.9,0,0,27,0.6,0,0,364,7.5,0,0,0,-999,-999
35,039,940800,140000US35039940800,35039940800,35039940800,Rio Arriba County,New Mexico,NM,Census Tract 9408; Rio Arriba County; New Mexico,5478,571,2685,1.1916,0.4482,0.7916,0.3475,1.7489,0.4663,85,0.8775,0.8775,0.8775,35.811,0.656,11,0.6076,2.4,0.2188,19.9,0.3243,17.8,0.2663,9.3,0.6399,24.9,0.904,3.6169,0.5308,15.7,0.4633,28,0.8416,9.2,0.2533,0.9,0.4413,1.9995,0.507,29,0.9452,0.3,0.5046,1.4498,0.8586,7.9437,0.6997,0.183,0.4757,0,0,0.0742,0.0805,10,0.001,0.5572,0.1138,1.9509,0.936,0,0,0,0,0,0,0,0,0,0,0.936,0.4192,37.0076,0.8241,36.8,0.3009,5.5417,0.8186,1.9436,0.7625,0,0,4.7702,0.1309,0,0,0.1309,0.0544,0.008,0.1288,0,0.1288,0.1288,3.6965,0.0919,11.1,0.652,0,7.9,0.477,0,8.5,0.7571,1,16,0.3855,0,15.2,0.8011,1,2,0.4,17.6,0.8765,0.8765,0.8765,0,0,9.4,0.6056,0.6056,0.6001,0,0,1,86.5455,0.9971,9,0,0,1,1.2083,0.2829,9,0.1467,0.0913,9,0,0,0,1.3713,0.2985,2.8534,0.5573,7,0.1,3261,59.5,0,0,1220,22.3,0,0,141,2.6,28,0.5,90.26668549,"Pueblo of Pojoaque,San Ildefonso Pueblo,Santa Clara Off-Reservation Trust Land,Santa Clara Pueblo",1
35,001,000908,140000US35001000908,35001000908,35001000908,Bernalillo County,New Mexico,NM,Census Tract 9.08; Bernalillo County; New Mexico,5015,1343,2085,2.4575,0.967,1.6575,0.9074,2.9798,0.9633,93.1,0.9309,0.9309,0.9309,77.6027,0.9889,37.6,0.9713,10.3,0.8771,86.1,0.9603,63.2,0.9924,12.9,0.7805,18.1,0.7774,6.3479,0.9908,7,0.076,38,0.9875,24.2,0.9398,13.9,0.9208,2.9241,0.9805,0,0,1.8,0.7681,0.7681,0.462,10.971,0.9928,0.822,0.7854,0,0,0.4188,0.8537,30,0.4976,2.1367,0.7375,0,0,100,0.8598,26.7259,0.6294,0,0,0,0,0,0,1.4892,0.6154,100,0.5514,66.2,0.6199,11.1429,0.361,1.5323,0.3864,0,0,100,0.6136,8.5408,0.8961,1.5097,0.8782,0,0,0,0,0,6.6679,0.6647,13.5,0.962,1,4.6,0.1007,0,8.7,0.7836,1,25.2,0.9782,1,16.7,0.8759,1,4,0.8,16.2,0.767,0.767,0.767,0,0,7.4,0.4326,0.4326,0.4291,0,0,1,57.2727,0.8794,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.587,0.3735,2.7866,0.5223,169,3.4,4083,81.4,90,1.8,99,2,0,0,230,4.6,0,0,0,-999,-999
35,001,003722,140000US35001003722,35001003722,35001003722,Bernalillo County,New Mexico,NM,Census Tract 37.22; Bernalillo County; New Mexico,7019,1372,5031,0.9106,0.2747,0.9106,0.4448,1.4805,0.3185,64.2,0.7595,0.7595,0.7595,22.5129,0.3846,3.7,0.2032,10.8,0.8912,20.1,0.3285,20.8,0.3766,4.9,0.3598,9.3,0.4456,2.9895,0.3828,11.5,0.2402,30,0.8994,6.5,0.0979,2.5,0.6363,1.8738,0.399,1,0.5434,0,0,0.5434,0.2829,6.1662,0.3925,1.095,0.845,0,0,0.4349,0.8685,20,0.0434,1.7569,0.6012,0,0,70.4695,0.7283,67.7185,0.7413,30.7344,0.8569,0,0,0,0,2.3265,0.8598,100,0.5514,1.4,0.0192,15.0833,0.0882,0.6588,0.0026,20.6079,0.4794,97.7532,0.5648,0,0,1.0442,0.4878,0.054,0.1793,0,0.1793,0.1793,5.9657,0.5181,9.6,0.2258,0,6.7,0.333,0,4.9,0.138,0,13.8,0.1567,0,8.5,0.1074,0,0,0,16.6,0.795,0.795,0.795,0,0,7.5,0.4476,0.4476,0.444,0,0,1,63.9545,0.9286,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.6362,0.4066,2.8788,0.5699,132,1.9,1683,24,1597,22.8,0,0,0,0,1063,15.1,31,0.4,0.008844,Sandia Pueblo,1
35,001,003724,140000US35001003724,35001003724,35001003724,Bernalillo County,New Mexico,NM,Census Tract 37.24; Bernalillo County; New Mexico,3246,508,3017,0.8362,0.2314,0.6362,0.2327,1.3993,0.2748,40.4,0.5797,0.5797,0.5797,11.8915,0.1471,7.5,0.4425,11.8,0.9137,29.5,0.4961,32.9,0.7298,3.5,0.2412,10.4,0.4968,3.4672,0.4954,32.5,0.9555,17.6,0.26,14.7,0.6274,0.5,0.3503,2.1932,0.6702,0,0,0.2,0.443,0.443,0.2021,6.6831,0.4822,1.186,0.8653,0,0,0.558,0.9348,30,0.4976,2.2977,0.7925,0,0,1.2996,0.3429,0,0,0,0,0,0,0,0,0.3429,0.1752,100,0.5514,74.1,0.7101,14.7222,0.1124,1.3739,0.2393,0,0,6.9775,0.1452,0,0,0.1452,0.0577,0,0,0,0,0,4.1597,0.154,9.8,0.2758,0,10.7,0.8753,1,7.3,0.5726,0,12.7,0.0814,0,9.5,0.1952,0,1,0.2,16.6,0.795,0.795,0.795,0,0,7.5,0.4476,0.4476,0.444,0,0,1,62.3636,0.9144,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.622,0.3989,2.8646,0.5631,157,4.8,981,30.2,20,0.6,51,1.6,0,0,102,3.1,0,0,0,-999,-999
35,001,003730,140000US35001003730,35001003730,35001003730,Bernalillo County,New Mexico,NM,Census Tract 37.30; Bernalillo County; New Mexico,4753,537,1581,0.3211,0.0309,0.1211,0.0105,0.9011,0.0736,37.6,0.5526,0.5526,0.5526,17.8849,0.2798,2.4,0.1197,3.1,0.3112,8,0.0839,18,0.2735,0.7,0.0287,8,0.3811,1.4779,0.0917,18.4,0.612,25.7,0.744,8.3,0.1948,1.7,0.5614,2.1122,0.6046,0,0,0,0,0,0,4.1427,0.1071,1.186,0.8653,0,0,0.1593,0.3344,20,0.0434,1.2431,0.4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,0.5,0.0096,11.9444,0.3153,0.8763,0.0215,0,0,97.7982,0.5652,0,0,0.5652,0.1991,0,0,0,0,0,2.6846,0.014,9.4,0.1813,0,10.3,0.8311,1,6.4,0.4043,0,11.9,0.0446,0,8.8,0.1298,0,1,0.2,17.2,0.847,0.847,0.847,0,0,7.3,0.4136,0.4136,0.4103,0,0,1,64.9091,0.9362,9,0,0,1,2.125,0.5426,9,0.3175,0.165,9,0,0,0,1.6438,0.4119,2.9044,0.58,42,0.9,1190,25,439,9.2,51,1.1,0,0,59,1.2,7,0.1,0,-999,-999
35,013,001707,140000US35013001707,35013001707,35013001707,Doña Ana County,New Mexico,NM,Census Tract 17.07; Doña Ana County; New Mexico,5010,708,3419,1.9522,0.8289,1.1522,0.6349,1.9863,0.6006,92.5,0.9258,0.9258,0.9258,57.6646,0.9144,39,0.9753,1.2,0.086,30.5,0.5119,36.8,0.8037,22.6,0.9434,36.9,0.9794,5.2141,0.863,17,0.5358,27.6,0.8269,12.2,0.4669,34.3,0.9928,2.8224,0.9666,27,0.9361,0,0,0.9361,0.6121,9.8984,0.9422,1.825,0.9387,0,0,0.1685,0.3602,30,0.4976,1.7965,0.6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.315,0.6907,23,0.1834,10.3981,0.4014,1.2755,0.1699,99.748,0.8024,0,0,0,0,0.8024,0.3752,0.681,0.6202,0,0.6202,0.6202,4.4946,0.21,11.9,0.8252,1,4.7,0.1105,0,8.1,0.7008,1,20.5,0.8383,1,18.4,0.9292,1,4,0.8,15.2,0.6949,0.6949,0.6949,0,0,5.6,0.2301,0.2301,0.2283,0,0,1,28.3182,0.6887,9,0.0058,0.002,9,0,0,0,0.3064,0.1624,9,0,0,0,0.8531,0.0764,1.7781,0.0341,0,0,4634,92.5,0,0,0,0,0,0,0,0,0,0,0,-999,-999
35,017,964200,140000US35017964200,35017964200,35017964200,Grant County,New Mexico,NM,Census Tract 9642; Grant County; New Mexico,1763,432,1559,1.558,0.6527,0.958,0.4826,2.3174,0.7641,30.3,0.4731,0.4731,0.4731,39.4781,0.7166,5.6,0.3284,9.2,0.8387,19.7,0.3205,19.9,0.3433,10,0.6715,13.7,0.6346,3.8536,0.5872,32.8,0.9571,19.2,0.3468,16.2,0.7084,1.3,0.5095,2.5218,0.874,22.5,0.9113,1.5,0.7423,1.6536,0.9488,8.5021,0.7831,0.274,0.5463,0,0,0.0153,0.0025,10,0.001,0.5498,0.1112,0,0,0.3828,0.3136,0,0,0,0,0,0,0,0,0.3136,0.165,76.784,0.6995,51.6,0.456,4.1778,0.9353,2.0908,0.8552,0.4199,0.3319,0,0,0.2354,0.8165,1.1484,0.5394,0.065,0.1897,0,0.1897,0.1897,4.2923,0.1749,10.9,0.595,0,11.6,0.9345,1,10.2,0.9218,1,15.2,0.2933,0,13.8,0.6922,1,3,0.6,18,0.8943,0.8943,0.8943,0,0,12.6,0.699,0.699,0.6921,0,0,1,66.5,0.9386,9,0.0086,0.0995,9,2.125,0.5426,9,0.1778,0.1178,9,0.0278,0,2,1.6985,0.4432,3.2918,0.7594,21,1.2,492,27.9,0,0,0,0,0,0,21,1.2,0,0,0,-999,-999
35,025,001100,140000US35025001100,35025001100,35025001100,Lea County,New Mexico,NM,Census Tract 11; Lea County; New Mexico,5166,643,3586,1.0715,0.3741,1.0715,0.5756,2.0705,0.6454,50.5,0.6656,0.6656,0.6656,33.5013,0.6155,24,0.8923,2.3,0.2064,20.5,0.3368,13.8,0.1349,10.8,0.7062,10.2,0.4877,3.3798,0.4746,13.8,0.3586,24,0.6504,13.1,0.5267,11,0.8906,2.4263,0.8264,28.1,0.9416,0,0,0.9416,0.6183,7.4133,0.6102,0.913,0.805,0,0,0.0284,0.0111,20,0.0434,0.8595,0.2431,0,0,0.7427,0.3266,0.3858,0.4485,1.0759,0.6765,0,0,0,0,1.4516,0.5991,15.3682,0.9032,47,0.4059,5.5622,0.8165,2.1256,0.8741,0.8635,0.3384,1.2132,0.1077,0.4503,0.8235,1.2696,0.6075,0,0,0,0,0,5.7063,0.4613,10.9,0.595,0,7.3,0.4021,0,6.7,0.4623,0,17,0.5075,0,11.8,0.4746,0,0,0,17.4,0.8627,0.8627,0.8627,0.295,0.446,10.4,0.6547,1.1007,0.9846,0,0,1,76.3636,0.9868,9,0.01,0.1057,9,2.75,0.6861,9,0.9867,0.2772,9,0.5556,0.992,9,3.0478,0.9553,5.0112,0.999,35,0.7,2484,48.1,0,0,0,0,0,0,81,1.6,11,0.2,0,-999,-999
35,031,943701,140000US35031943701,35031943701,35031943701,McKinley County,New Mexico,NM,Census Tract 9437.01; McKinley County; New Mexico,2168,302,1209,1.7586,0.7491,0.9586,0.483,2.0978,0.6599,98.7,0.9808,0.9808,0.9808,71.6789,0.9771,21.9,0.8673,10.3,0.8771,8.5,0.0929,12.2,0.0943,20.1,0.9207,76.6,0.9997,4.8291,0.7968,11.8,0.2542,27.7,0.8308,12.6,0.494,1.7,0.5614,2.1404,0.6281,26.6,0.9341,2,0.7834,1.7175,0.9675,9.6678,0.9221,0.457,0.6724,0,0,0.0403,0.0236,10,0.001,0.697,0.1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5421,0.9757,29.6,0.2367,1.75,0.9986,2.211,0.9168,0,0,13.6498,0.1878,0,0,0.1878,0.0678,0,0,0,0,0,3.0958,0.0365,16.7,0.9991,1,6.5,0.3101,0,12.3,0.9835,1,27.7,0.9912,1,21,0.9703,1,4,0.8,18.4,0.9089,0.9089,0.9089,0,0,8.6,0.565,0.565,0.5601,0,0,1,99.9091,0.999,9,0,0,1,0,0,0,0.0295,0.0387,9,0,0,0,1.0377,0.143,2.5116,0.3392,2,0.1,67,3.1,2,0.1,2047,94.4,0,0,21,1,0,0,99.99921417,"Navajo Nation Off-Reservation Trust Land,Navajo Nation Reservation",1
35,025,000702,140000US35025000702,35025000702,35025000702,Lea County,New Mexico,NM,Census Tract 7.02; Lea County; New Mexico,4584,627,6616,1.4432,0.592,1.2432,0.6944,2.4333,0.8131,69,0.788,0.788,0.788,35.6084,0.6528,26.6,0.9162,4,0.4268,6.2,0.0571,24.4,0.502,14.3,0.8196,14.7,0.6716,4.0461,0.6327,5.7,0.0482,27.7,0.8308,6.5,0.0979,3.7,0.7132,1.6901,0.2639,38.4,0.9735,32.1,0.9824,1.9559,0.9989,8.4801,0.7802,1.096,0.8546,0,0,0.0397,0.023,20,0.0434,0.921,0.27,0,0,6.4672,0.4322,0.4799,0.4517,3.7039,0.7248,0,0,0,0,1.6087,0.6686,27.2884,0.8572,22.8,0.182,6.3333,0.7379,1.7771,0.6328,5.9481,0.3844,9.5834,0.1618,2.724,0.8606,1.4068,0.7053,0,0,0,0,0,5.7136,0.463,10.1,0.3565,0,4.1,0.0557,0,4.7,0.1148,0,19.2,0.7423,1,9.5,0.1952,0,1,0.2,17.6,0.8765,0.8765,0.8765,0.0362,0.1496,8.4,0.5587,0.7083,0.7013,0,0,1,55.6818,0.8721,9,0.0089,0.1008,9,2.75,0.6861,9,0.8996,0.258,9,0.3611,0.9785,9,2.8955,0.9333,4.4803,0.9901,116,2.5,2818,61.5,28,0.6,100,2.2,0,0,102,2.2,0,0,0,-999,-999
35,025,000800,140000US35025000800,35025000800,35025000800,Lea County,New Mexico,NM,Census Tract 8; Lea County; New Mexico,3565,201,3896,1.7222,0.7327,1.1222,0.6137,2.6902,0.9013,55.1,0.699,0.699,0.699,38.4011,0.7,28.2,0.9279,7.7,0.7647,22.1,0.3688,13.5,0.1267,5.7,0.4211,21.9,0.8598,4.169,0.6614,15,0.4251,33.7,0.9602,16.9,0.7412,5,0.7678,2.8943,0.977,11.4,0.8094,0,0,0.8094,0.4947,8.5717,0.7928,1.005,0.8385,0,0,0.0299,0.0123,20,0.0434,0.8942,0.2582,0,0,2.9472,0.38,0.5928,0.4547,4.0767,0.7296,0,0,0,0,1.5643,0.6491,45.0504,0.799,76.2,0.7342,7.0417,0.6621,2.1953,0.9094,15.6162,0.4495,0,0,0,0,0.4495,0.1439,0,0,0,0,0,5.1033,0.3294,12,0.8415,1,6.4,0.2987,0,7.7,0.6383,0,20.5,0.8383,1,13.7,0.683,1,3,0.6,18.4,0.9089,0.9089,0.9089,0,0,7.7,0.4851,0.4851,0.4813,0,0,1,49.6364,0.8413,9,0.0055,0.0009,9,2.75,0.6861,9,1.1976,0.3389,9,0.1389,0.8557,9,2.7229,0.8907,4.1169,0.968,0,0,1811,50.8,0,0,96,2.7,0,0,56,1.6,0,0,0,-999,-999
